source_row,fiscal_year,quarter,project_type,service_group,project_name,target_participants,applicants,actual_participants,passed,revenue,expense,reported_profit,satisfaction,unit
1024,2565,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,ปริญญาบัตรและใบรับรองแพทย์,0.0,0.0,0.0,0.0,2260.0,0.0,0.0,0.0,ศูนย์การแปล
1025,2565,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,กล่องผลิตภัณฑ์ภาษาจีน,0.0,0.0,0.0,0.0,1510.0,0.0,0.0,0.0,ศูนย์การแปล
1026,2565,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,ฉลากสินค้า MARUTAI Brand 7 รายการ,0.0,0.0,0.0,0.0,8330.0,0.0,0.0,0.0,ศูนย์การแปล
1027,2565,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,สินค้า Hamaotome Brand 5 รายการ,0.0,0.0,0.0,0.0,10440.0,0.0,0.0,0.0,ศูนย์การแปล
1028,2565,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,Cert. และ spec. สินค้า MARUTAI ฺBrand 7 รายการ,0.0,0.0,0.0,0.0,8000.0,0.0,0.0,0.0,ศูนย์การแปล
1029,2565,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,ใบรับรองการศึกษา,0.0,0.0,0.0,0.0,1290.0,0.0,0.0,0.0,ศูนย์การแปล
1030,2565,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,LOLANE PIXXELPRO BLONDE UP HAIR BLEACHING,0.0,0.0,0.0,0.0,1950.0,0.0,0.0,0.0,ศูนย์การแปล
1031,2565,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,cert. Soymeat 3 item,0.0,0.0,0.0,0.0,2400.0,0.0,0.0,0.0,ศูนย์การแปล
1032,2565,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,ประกาศสำนักงานคณะกรรมการอาหารและยา,0.0,0.0,0.0,0.0,2280.0,0.0,0.0,0.0,ศูนย์การแปล
1033,2565,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,ประกาศ GMP สถานการณ์ COVID,0.0,0.0,0.0,0.0,2720.0,0.0,0.0,0.0,ศูนย์การแปล
1034,2565,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,Z-cool milky color lift foam,0.0,0.0,0.0,0.0,2280.0,0.0,0.0,0.0,ศูนย์การแปล
1035,2565,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,ผลิตภัณฑ์ Face shield,0.0,0.0,0.0,0.0,1400.0,0.0,0.0,0.0,ศูนย์การแปล
1036,2565,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,Noodle Morii shokuhin Brand จำนวน 2 รายการ,0.0,0.0,0.0,0.0,8585.0,0.0,0.0,0.0,ศูนย์การแปล
1037,2565,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,OTAFUKU Brand  จำนวน 3 รายการ,0.0,0.0,0.0,0.0,10995.0,0.0,0.0,0.0,ศูนย์การแปล
1038,2565,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,ข้อความภาษาเกาหลี,0.0,0.0,0.0,0.0,740.0,0.0,0.0,0.0,ศูนย์การแปล
1039,2565,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,ฉลากสินค้า Collagen จำนวน 2 รายการ,0.0,0.0,0.0,0.0,1930.0,0.0,0.0,0.0,ศูนย์การแปล
1040,2565,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,Mouth Clean A จำนวน 3 รายการ,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,ศูนย์การแปล
1041,2565,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,ฉลากผลิตภัณฑ์ French Roselle,0.0,0.0,0.0,0.0,1730.0,0.0,0.0,0.0,ศูนย์การแปล
1042,2565,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,เอกสารภาษาจีน,0.0,0.0,0.0,0.0,1620.0,0.0,0.0,0.0,ศูนย์การแปล
1043,2565,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,เอกสารภาษาจีน,0.0,0.0,0.0,0.0,8090.0,0.0,0.0,0.0,ศูนย์การแปล
1044,2565,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,sales permission of Marutai,0.0,0.0,0.0,0.0,1400.0,0.0,0.0,0.0,ศูนย์การแปล
1045,2565,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,Nomura _Letter,0.0,0.0,0.0,0.0,1400.0,0.0,0.0,0.0,ศูนย์การแปล
1046,2565,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,ฉลากผลิตภัณฑ์ Cutton bud จำนวน 3 รายการ,0.0,0.0,0.0,0.0,2350.0,0.0,0.0,0.0,ศูนย์การแปล
1047,2565,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,ฉลากผลิตภัณฑ์ของทิชชู่เปียกไซส์ใหญ่ และเอกสารใบรับรองมาตรฐาน,0.0,0.0,0.0,0.0,6550.0,0.0,0.0,0.0,ศูนย์การแปล
1048,2565,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,ใบปริญญาบัตร,0.0,0.0,0.0,0.0,2370.0,0.0,0.0,0.0,ศูนย์การแปล
